,display_name,purchase_end,distance,items_available,category,description,badges,rating,addres_line,pickup_interval.start,pickup_interval.end,id
193,Metro - 1411 Lawrence Ave W (Cake Bag),,8.470487637135118,0,BAKED_GOODS,"Your Surprise Bag will contain either one large surplus cake, or an assortment of smaller cakes, and/or dessert items. Items may be close to or on the best before date, however everything will be good to eat! Items will need refrigeration.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 34, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 34, 'month_count': 2}]",4.882352941176471,"1411 Lawrence Ave W, Toronto, ON M6L 1A4, Canada",NaT,NaT,792573
194,Wrap Express ,,8.475530632827644,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 60, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 85, 'user_count': 60, 'month_count': 6}]",4.275862068965517,"3943 Jane St, North York, ON M3N 2K1, Canada",NaT,NaT,505457
195,Girl From Ipanema Toronto (Baked Goods Large),2023-02-27T02:00:00Z,8.563111005847762,0,BAKED_GOODS,"Save a surprise Bag that could contain an assortment of delicious bakery goods such as croissants that are left over from the day, however still great to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 133, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 133, 'month_count': 6}]",3.9166666666666665,"2400 Dufferin St, York, ON M6E 3S7, Canada",0-02-26 19:00:00,0-02-26 21:00:00,634058
196,Watan Pizza and Grill (Surprise Bag),2023-02-27T04:59:00Z,8.577331123225981,0,MEAL,Your bag may contain a variety of delicious pizza slices or chicken wings the store has left over from the day to enjoy!,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 80, 'month_count': 5}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 80, 'month_count': 5}]",4.4125,"62 Overlea Blvd #5, East York, ON M4H 1C4, Canada",0-02-26 23:00:00,0-02-26 23:59:00,765880
197,The Dough Cake & Pastry (Buns and Baked Goods),,8.584396838467237,0,BAKED_GOODS,"Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like pastries or bread that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 44, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 44, 'month_count': 6}]",4.516129032258065,"3636 Steeles Ave E, Markham, ON L3R 1K9, Canada",NaT,NaT,765301
198,100km Foods (Big Surprise Bag),,8.630428399446835,0,GROCERIES,"Your Surprise Bag may contain dairy products, fresh produce, dry goods, and/or other grocery items.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 71, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 71, 'month_count': 6}]",4.78125,"19 Colville Rd, North York, ON M6M 2Y2, Canada",NaT,NaT,373760
199,Eglinton Fast Food (Eglinton Fast Food ),,8.654417528505121,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 160, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 160, 'month_count': 6}]",4.558620689655172,"1837 Eglinton Ave W, York, ON M6E 2J3, Canada",NaT,NaT,372440
203,Rincón Paisa,,8.735801102885137,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 13, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 85, 'user_count': 13, 'month_count': 6}]",3.75,"1885 Eglinton Ave W, York, ON M6E 2J5, Canada",NaT,NaT,378441
204,Daan Go Cake Lab - Richmond Hill (Surprise Bag Small),,8.739001215477378,0,BAKED_GOODS,"Your delicious surprise bag may contain baked goods or macarons that have slight flaws such as breaks in the items, however still good to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 96, 'user_count': 398, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 94, 'user_count': 398, 'month_count': 6}]",4.169971671388102,"550 Hwy 7, Richmond Hill, ON L4B 3Z4, Canada",NaT,NaT,377926
205,Mulu Injera (Ethiopian Injera Bread),2023-02-27T00:00:00Z,8.739186411878576,1,OTHER,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 28, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 28, 'month_count': 6}]",4.615384615384615,"1893 Eglinton Ave W, York, ON M6E 2J5, Canada",0-02-26 11:00:00,0-02-26 19:00:00,505659
206,Mulu Bakery And Pastry  (Mulu Bakery And Pastry ),2023-02-27T01:00:00Z,8.739186411878576,1,OTHER,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 75, 'user_count': 28, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 82, 'user_count': 28, 'month_count': 6}]",3.8,"1893 Eglinton Ave W, York, ON M6E 2J5, Canada",0-02-26 14:00:00,0-02-26 20:00:00,372323
207,Montevideo Bakery & Cafe (Baked Goods),2023-02-26T17:00:00Z,8.754279155335869,4,BAKED_GOODS,"Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like pastries or bread that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 78, 'user_count': 41, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 41, 'month_count': 6}]",3.8205128205128207,"2728 Jane St, North York, ON M3L 2G6, Canada",0-02-26 10:00:00,0-02-26 12:00:00,377717
208,Greenhouse Juice - Forest Hill (Assorted Items),,8.799294429021264,0,OTHER,Your surprise bag will most likely contain an assortment of organic plant-based beverages and food items! ,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 153, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 153, 'month_count': 6}]",4.6,"328 Lonsdale Rd, Toronto, ON M5P 2W3, Canada",NaT,NaT,234980
209,Country Style - 2512 Jane St. (Baked Goods),2023-02-27T01:00:00Z,8.834051369958157,0,BAKED_GOODS,"Rescue a Surprise Bag filled with delicious baked goods like donuts, muffins, croissants, and/or more!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 33, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 33, 'month_count': 6}]",4.32258064516129,"2512 Jane St, North York, ON M3L 1S1, Canada",0-02-26 19:30:00,0-02-26 20:00:00,645640
211,Kiss Cake (Surprise Bag - Cake),,8.838679236581461,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 103, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 103, 'month_count': 6}]",3.871287128712871,"550 York Regional Rd 7, Richmond Hill, ON L4B 3Z4, Canada",NaT,NaT,506817
213,Village Juicery - Spadina (Surprise Bag),2023-02-26T17:30:00Z,8.868919200144546,0,OTHER,Some items may contain honey.,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 195, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 195, 'month_count': 6}]",4.6440677966101696,"406 Spadina Rd, Toronto, ON M5P 2W2, Canada",0-02-26 13:00:00,0-02-26 15:00:00,372813
214,Seara Bakery & Pastry - Keele,2023-02-27T01:00:00Z,8.94805900363503,5,BAKED_GOODS,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 416, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 416, 'month_count': 6}]",4.72845953002611,"2277 Keele St, North York, ON M6M 3Z6, Canada",0-02-26 18:00:00,0-02-26 20:00:00,506060
215,Greenhouse Juice - St. Clair (Assorted Items),,8.95111801328419,0,OTHER,Your surprise bag will most likely contain an assortment of organic plant-based beverages and/or food items! ,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 178, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 178, 'month_count': 6}]",4.211538461538462,"2 St Clair Ave E, Toronto, ON M4T 2T5, Canada",NaT,NaT,234975
218,Presse Cafe - St Clair (Assorted Cafe Goods),,8.966866983621474,0,MEAL,"It's a surprise! When you buy a Surprise Bag, it will be filled with the delicious food that the store has left over at the end of the day such as baked goods or prepared items, however still great to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 56, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 56, 'month_count': 6}]",4.66,"40 St Clair Ave W, Toronto, ON M4V 1M2, Canada",NaT,NaT,515790
219,Yin Ji Chang Fen - Warden  (Prepared meal),2023-02-27T04:35:00Z,8.998190359046617,1,MEAL,"Save a bag containing delicious food the store has left that day! Though it may not be a menu item, it will still be great to enjoy!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 172, 'month_count': 5}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 172, 'month_count': 5}]",3.761627906976744,"7010 Warden Ave. 17 18, Markham, ON L3R 5Y3, Canada",0-02-26 23:35:00,0-02-26 23:55:00,790540
220,Cataldi Fresh Market  - North York (Assorted Prepared Foods),2023-02-27T13:01:00Z,9.003905976516362,0,MEAL,"It's a surprise! When you buy a Surprise Bag, it will be filled with the delicious food that the store has left over at the end of the day. Some items may be left over from the day, however still great to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 155, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 155, 'month_count': 6}]",4.517006802721088,"2265 Keele St, North York, ON M6M 3Z6, Canada",0-02-27 10:00:00,0-02-27 10:30:00,647095
221,Tagpuan (Victoria Park Ave.),2023-02-27T00:00:00Z,9.006194969949261,10,MEAL,Save a Surprise Bag and enjoy a delicious meal.,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 288, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 288, 'month_count': 6}]",4.17910447761194,"1740 Victoria Park Ave, Scarborough, ON M1R 1R7, Canada",0-02-26 18:30:00,0-02-26 19:00:00,517156
222,O Patio Churrasqueira,,9.050098322304871,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 97, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 97, 'month_count': 6}]",4.5,"2255 Keele St, North York, ON M6M 3Z6, Canada",NaT,NaT,516957
223,High Wide International Inc. (Frozen Cold Pressed Juice),,9.05944932942128,0,OTHER,"Save a Surprise Bag with Frozen cold pressed juice, the product may pass the 'best before date' which is always good to enjoy!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 96, 'month_count': 4}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 96, 'month_count': 4}]",3.8333333333333335,"3315 14th Ave, Markham, ON L3R 5M1, Canada",NaT,NaT,790586
225,Sugar Rain Cafe (Surprise Bag),,9.059661893707569,0,OTHER,"Your Surprise Bag may contain prepared foods (meal), bubble tea, baked goods, and/or desserts.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 85, 'user_count': 175, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 175, 'month_count': 6}]",3.871345029239766,"9011 Leslie St, Richmond Hill, ON L4B 3B6, Canada",NaT,NaT,515518
226,The Market by Longo's - St. Clair Ave. W. (Prepared Foods),2023-02-27T00:00:00Z,9.088141387001532,0,MEAL,"Your Surprise Bag will contain an assortment of surplus prepared foods. You may receive surplus salads, sides, pasta, and/or prepared meats.  Items may be close to, or on the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 99, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 99, 'month_count': 6}]",4.032967032967033,"111 St Clair Ave W, Toronto, ON M4V 1N5, Canada",0-02-26 17:00:00,0-02-26 19:00:00,647423
227,The Market by Longo's - St. Clair Ave. W. (Baked Goods),2023-02-27T00:00:00Z,9.088141387001532,0,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, or on the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 62, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 62, 'month_count': 6}]",4.647058823529412,"111 St Clair Ave W, Toronto, ON M4V 1N5, Canada",0-02-26 17:00:00,0-02-26 19:00:00,647407
228,Edible Arrangements - Richmond Hill (Cutout Fruit Bag),2023-02-26T19:30:00Z,9.226174430660933,0,OTHER,"Each Surprise Bag will contain leftover fruit from the arrangements that will need a little extra work! Pineapple, cantaloupe, melon and strawberries can be included in most bags that will need to be chopped up but can lead to fresh delicious fruit.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 84, 'user_count': 89, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 89, 'month_count': 4}]",3.955056179775281,"9019 Bayview Ave unit 21, Richmond Hill, ON L4B 3M6, Canada",0-02-26 13:30:00,0-02-26 14:30:00,791303
231,Tim Hortons - 2208 Jane St. (Baked Goods),2023-02-27T15:00:00Z,9.3749457147827,3,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 28, 'month_count': 4}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 28, 'month_count': 4}]",4.0,"2208 Jane St, North York, ON M3M 1A4, Canada",0-02-27 08:00:00,0-02-27 10:00:00,790940
232,Stuff My Waffle (Small Surprise Bag),,9.399878007541991,0,OTHER,Save a Surprise Bag and you could enjoy items such as stuffed waffles left over from the day however still great to enjoy! ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 52, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 52, 'month_count': 2}]",4.134615384615385,"1646 Victoria Park Ave, North York, ON M1R 1P7, Canada",NaT,NaT,769175
233,Stuff My Waffle (Large Surprise Bag),2023-02-27T00:30:00Z,9.399878007541991,0,OTHER,Save a Surprise Bag and you could enjoy items such as stuffed waffles left over from the day however still great to enjoy! ,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 96, 'user_count': 23, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 96, 'user_count': 23, 'month_count': 1}]",4.3478260869565215,"1646 Victoria Park Ave, North York, ON M1R 1P7, Canada",0-02-26 18:30:00,0-02-26 19:30:00,906422
234,Pizza Del Arte - 2 (Pizza Slices),2023-02-27T01:40:00Z,9.414859511544593,0,MEAL,"Save a surprise bag filled with delicious pizza slices, ready to enjoy!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 23, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 23, 'month_count': 1}]",4.0,"1480 Bathurst St, York, ON M5P 3G9, Canada",0-02-26 19:00:00,0-02-26 20:40:00,906555
235,Let's Soup (Surprise Bag),,9.468867007509589,0,MEAL,"Your Surprise Bag may contain soup or other prepared foods. The pick-up window is outside of standard business hours, but you will still be able to collect your Surprise Bag. ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 20, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 20, 'month_count': 6}]",4.894736842105263,"Unit SE-1, 9199 Yonge St, Richmond Hill, ON L4C 1H7, Canada",NaT,NaT,515988
236,Pizza Pizza - 536 St. Clair Ave W (Prepared meals),2023-02-26T20:00:00Z,9.474089670099811,1,MEAL,"Your bag may contain approximately 3-4 pizza slices, salad, wings or french fries the store has left at the end of the day! The Surprise Bag value is irrespective of any in-store deals or promotions.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 126, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 126, 'month_count': 6}]",4.5,"536 St Clair Ave W, Toronto, ON M6C 1A4, Canada",0-02-26 14:00:00,0-02-26 15:00:00,519508
237,Summerhill Market - Rosedale (Seasonal Surprise Bag),,9.515974892254205,0,OTHER,"Your Seasonal Surprise Bag will contain an assortment of holiday surplus items. Items could include chocolates, cookies, and/or other sweet treats. Items may be past the ""best before"" date but will still be safe to consume!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 45, 'month_count': 2}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 45, 'month_count': 2}]",4.533333333333333,"446 Summerhill Ave, Toronto, ON M4W 2E4, Canada",NaT,NaT,518333
238,Summerhill Market - Rosedale (Assorted Produce),2023-02-26T17:45:00Z,9.515974892254205,0,GROCERIES,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 124, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 124, 'month_count': 6}]",4.526785714285714,"446 Summerhill Ave, Toronto, ON M4W 2E4, Canada",0-02-26 10:00:00,0-02-26 12:45:00,376662
239,Summerhill Market - Rosedale (Prepared Foods),2023-02-26T17:45:00Z,9.515974892254205,0,GROCERIES,"Your surprise bag will contain an assortment of prepared foods. Some items maybe close to, or past the “best before” date, however it will still be good to eat!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 125, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 125, 'month_count': 6}]",3.920353982300885,"446 Summerhill Ave, Toronto, ON M4W 2E4, Canada",0-02-26 10:00:00,0-02-26 12:45:00,371532
240,Summerhill Market - Rosedale (Baked Goods),2023-02-26T17:18:00Z,9.515974892254205,0,BAKED_GOODS,"Your surprise bag will contain an assortment of baked goods. Some items maybe close to, or past the ""best before"" date, however you will not receive anything past the ""expiration"" date!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 729, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 729, 'month_count': 6}]",4.572474377745242,"446 Summerhill Ave, Toronto, ON M4W 2E4, Canada",0-02-26 10:00:00,0-02-26 12:45:00,376263
241,Pita and Hummus (Surprise Bag),2023-02-27T04:00:00Z,9.531133030561467,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 87, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 87, 'month_count': 6}]",4.228915662650603,"537 St Clair Ave W, Toronto, ON M6C 1A3, Canada",0-02-26 22:00:00,0-02-26 23:00:00,379822
242,Dulce Aroma (Assorted Pastries and Bread),2023-02-26T19:00:00Z,9.54769221103692,1,BAKED_GOODS,"PLEASE BRING YOUR OWN BAG. Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like pastries or bread that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 28, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 79, 'user_count': 28, 'month_count': 6}]",3.76,"1635 Lawrence Ave W, North York, ON M6L 3C9, Canada",0-02-26 13:30:00,0-02-26 14:00:00,379118
244,"Tim Hortons - 1700 Wilson Ave, Unit 156C (Baked Goods)",2023-02-26T22:00:00Z,9.583867735499684,1,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 41, 'month_count': 4}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 41, 'month_count': 4}]",4.219512195121951,"1700 Wilson Ave unit 156c, North York, ON M3L 1B2, Canada",0-02-26 15:30:00,0-02-26 17:00:00,790939
245,Lamesa,,9.591318372076513,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 96, 'user_count': 26, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 26, 'month_count': 6}]",4.217391304347826,"634 St Clair Ave W, Toronto, ON M6C 1A9, Canada",NaT,NaT,507283
246,Becked Goods ,,9.64170642478771,0,BAKED_GOODS,Rescue a Surprise Bag filled with delicious baked goods.,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 38, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 38, 'month_count': 3}]",4.552631578947368,"684 St Clair Ave W, Toronto, ON M6C 1B1, Canada",NaT,NaT,768371
247,Tim Hortons - 2029 Jane St (Baked Goods),2023-02-27T01:00:00Z,9.651017003031239,2,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 37, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 37, 'month_count': 4}]",4.243243243243243,"2029 Jane St, North York, ON M9N 2V4, Canada",0-02-26 18:00:00,0-02-26 20:00:00,790938
248,Moberly Natural Foods (Groceries),,9.652098249682608,0,GROCERIES,"From pantry staples to fresh produce, your surprise bag may contain some items close to or past 'best before' date however still good to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 27, 'month_count': 0}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 27, 'month_count': 0}]",4.074074074074074,"688 St Clair Ave W, Toronto, ON M6C 1B1, Canada",NaT,NaT,906650
249,CocoaLatte,,9.67283098657223,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 119, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 119, 'month_count': 6}]",4.583333333333333,"671 St Clair Ave W, Toronto, ON M6C 1A7, Canada",NaT,NaT,371654
250,Kin-Kin Bakery (Agincourt Mall),,9.710362659476608,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 85, 'user_count': 121, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 121, 'month_count': 6}]",4.2894736842105265,"3850 Sheppard Ave E, Scarborough, ON M1T, Canada",NaT,NaT,507834
251,Mabel's Bakery & Specialty Foods - St. Clair West (Baked Goods),2023-02-26T20:15:00Z,9.71693028376363,0,BAKED_GOODS,"Your surprise bag will most likely contain an assortment of breads, pastries, buns & sweet treats! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 189, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 189, 'month_count': 6}]",4.589887640449438,"746 St Clair Ave W, Toronto, ON M6C 1B5, Canada",0-02-26 15:00:00,0-02-26 15:15:00,375683
